% function evaluation | noise-free fitness - Fopt (1.923000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.076630775e+02 +1.076630775e+02 +2.999630775e+02 +2.999630775e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
15 +9.623151810e+01 +9.623151810e+01 +2.885315181e+02 +2.885315181e+02 +3.1527e+00 +7.3683e-01 -3.5271e+00 -4.4282e+00 +1.1100e+00 +4.6303e+00 +1.4110e+00 -2.2855e+00 +3.4271e+00 -4.1522e+00 +2.2036e+00 +9.8612e-01 +1.5909e+00 -4.9250e+00 +1.2844e+00 -4.8487e+00 +3.7483e+00 +2.9109e+00 -9.4389e-01 -1.5703e-01
% function evaluation | noise-free fitness - Fopt (4.971000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.455009830e+02 +3.455009830e+02 +3.952109830e+02 +3.952109830e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
2 +2.477861789e+02 +2.477861789e+02 +2.974961789e+02 +2.974961789e+02 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
4 +1.171666408e+02 +1.171666408e+02 +1.668766408e+02 +1.668766408e+02 +4.6560e+00 -4.6556e+00 -4.3050e+00 +4.2233e+00 +4.2652e+00 +3.9650e+00 -3.9738e+00 +2.9711e+00 +4.2334e+00 -4.9474e+00 +1.9460e+00 -9.4486e-01 -3.2559e+00 -1.1383e+00 +2.4925e+00 -2.5095e+00 +8.0383e-01 -4.7298e+00 +8.8745e-01 +3.8622e+00
8 +6.414707214e+01 +6.414707214e+01 +1.138570721e+02 +1.138570721e+02 +2.6384e+00 -1.6243e+00 -2.8947e+00 +9.4687e-01 +4.7634e+00 +3.3811e+00 +7.6928e-01 -4.8589e+00 +5.1321e-01 +3.3567e+00 -2.4346e+00 +2.9541e+00 -1.6852e+00 +3.9242e+00 -2.1498e+00 +5.2187e-01 +2.2975e-01 -4.3779e+00 +1.0779e+00 +1.8851e+00
% function evaluation | noise-free fitness - Fopt (2.051200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.789689524e+01 +9.789689524e+01 +3.030168952e+02 +3.030168952e+02 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
47 +5.429266035e+01 +5.429266035e+01 +2.594126604e+02 +2.594126604e+02 -1.0575e+00 -2.4050e+00 -1.6355e+00 -4.1741e+00 -2.7969e+00 +8.1521e-01 +1.5144e+00 -3.6285e+00 +4.0245e-01 +2.0038e+00 -7.2479e-01 -8.2692e-01 -1.1018e+00 -4.9368e+00 +5.1692e-02 -1.3804e+00 +3.3787e+00 -2.8906e+00 -2.2001e+00 -3.2303e+00
