% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.805648071e+04 +2.805648071e+04 +2.818031071e+04 +2.818031071e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00
2 +2.277931339e+04 +2.277931339e+04 +2.290314339e+04 +2.290314339e+04 -1.5447e+00 +3.2123e+00 +1.0097e+00
3 +8.186187681e+03 +8.186187681e+03 +8.310017681e+03 +8.310017681e+03 -8.5655e-01 +7.0947e-02 +3.0123e+00
4 +1.635900317e+02 +1.635900317e+02 +2.874200317e+02 +2.874200317e+02 +1.5050e-02 -5.0150e-01 +6.4328e-01
39 +7.643981254e+01 +7.643981254e+01 +2.002698125e+02 +2.002698125e+02 -9.0829e-01 +1.6897e-01 +1.9600e-01
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.376936724e+04 +5.376936724e+04 +5.381687724e+04 +5.381687724e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00
2 +7.195672462e+02 +7.195672462e+02 +7.670772462e+02 +7.670772462e+02 -1.5447e+00 +3.2123e+00 +1.0097e+00
4 +1.376816875e+02 +1.376816875e+02 +1.851916875e+02 +1.851916875e+02 +1.5050e-02 -5.0150e-01 +6.4328e-01
% function evaluation | noise-free fitness - Fopt (5.534000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.782052350e+03 +2.782052350e+03 +2.837392350e+03 +2.837392350e+03 +3.6984e+00 +1.1787e+00 +2.1331e+00
4 +1.745320168e+02 +1.745320168e+02 +2.298720168e+02 +2.298720168e+02 +1.5050e-02 -5.0150e-01 +6.4328e-01
39 +4.484882141e+01 +4.484882141e+01 +1.001888214e+02 +1.001888214e+02 -9.0829e-01 +1.6897e-01 +1.9600e-01
% function evaluation | noise-free fitness - Fopt (-9.033000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.473881956e+04 +2.473881956e+04 +2.464848956e+04 +2.464848956e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00
2 +9.967869085e+03 +9.967869085e+03 +9.877539085e+03 +9.877539085e+03 -1.5447e+00 +3.2123e+00 +1.0097e+00
3 +4.702775052e+03 +4.702775052e+03 +4.612445052e+03 +4.612445052e+03 -8.5655e-01 +7.0947e-02 +3.0123e+00
4 +1.149682824e+02 +1.149682824e+02 +2.463828243e+01 +2.463828243e+01 +1.5050e-02 -5.0150e-01 +6.4328e-01
% function evaluation | noise-free fitness - Fopt (6.561000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.746376639e+04 +5.746376639e+04 +5.752937639e+04 +5.752937639e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00
2 +2.323509883e+03 +2.323509883e+03 +2.389119883e+03 +2.389119883e+03 -1.5447e+00 +3.2123e+00 +1.0097e+00
4 +5.979954926e+01 +5.979954926e+01 +1.254095493e+02 +1.254095493e+02 +1.5050e-02 -5.0150e-01 +6.4328e-01
