% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.059163390e+05 +7.059163390e+05 +7.059522390e+05 +7.059522390e+05 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
50 +4.068020151e+05 +4.068020151e+05 +4.068379151e+05 +4.068379151e+05 +4.3704e+00 +9.3898e-01 +4.8968e-01 +2.3435e+00 -2.2172e+00 +1.5707e+00 -3.7321e-01 -3.4173e-01 +1.6421e+00 -3.7929e+00 +1.6719e+00 -2.4281e+00 -2.9618e+00 +7.6418e-01 +1.2179e+00 -4.9283e+00 +3.7842e+00 +4.4534e+00 -1.7220e+00 -2.6607e+00
