%
% index = 2640, name = bbob_f014_i02_d20__bbob_f021_i04_d20
% instance = 1, reference value = 9.162618341834110e-01
% function evaluation | indicator value | target hit
1	1.053470369467242e+00	1.258925411794167e+00
20	1.001807464831329e+00	1.258925411794167e+00
24	9.931818425845206e-01	1.000000000000000e+00
40	9.931818425845206e-01	1.000000000000000e+00
%
% index = 2641, name = bbob_f014_i03_d20__bbob_f021_i05_d20
% instance = 2, reference value = 8.520980506715800e-01
% function evaluation | indicator value | target hit
1	1.404417215425186e+00	1.584893192461113e+00
8	1.074846539645675e+00	1.258925411794167e+00
20	1.074846539645675e+00	1.258925411794167e+00
40	1.074846539645675e+00	1.258925411794167e+00
%
% index = 2642, name = bbob_f014_i07_d20__bbob_f021_i08_d20
% instance = 3, reference value = 9.450731985937240e-01
% function evaluation | indicator value | target hit
1	1.514189329666982e+00	1.584893192461113e+00
2	9.790530263980255e-01	1.000000000000000e+00
20	9.637287593014949e-01	1.000000000000000e+00
40	9.637287593014949e-01	1.000000000000000e+00
%
% index = 2643, name = bbob_f014_i09_d20__bbob_f021_i10_d20
% instance = 4, reference value = 9.290993602967140e-01
% function evaluation | indicator value | target hit
1	1.330474950474211e+00	1.584893192461113e+00
2	1.240423257967930e+00	1.258925411794167e+00
20	1.128937109317740e+00	1.258925411794167e+00
40	1.012425433708367e+00	1.258925411794167e+00
%
% index = 2644, name = bbob_f014_i11_d20__bbob_f021_i12_d20
% instance = 5, reference value = 9.131611811306960e-01
% function evaluation | indicator value | target hit
1	1.158960424954107e+00	1.258925411794167e+00
2	9.572735918087009e-01	1.000000000000000e+00
20	9.572735918087009e-01	1.000000000000000e+00
40	9.316562607736434e-01	1.000000000000000e+00
%
% index = 2645, name = bbob_f014_i13_d20__bbob_f021_i14_d20
% instance = 6, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.750387914838280e+00	1.995262314968879e+00
2	1.370828313619072e+00	1.584893192461113e+00
5	1.239329395246020e+00	1.258925411794167e+00
20	1.107677946814635e+00	1.258925411794167e+00
40	1.069509069087602e+00	1.258925411794167e+00
%
% index = 2646, name = bbob_f014_i15_d20__bbob_f021_i16_d20
% instance = 7, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.987323603924390e+00	1.995262314968879e+00
4	1.286637301666433e+00	1.584893192461113e+00
7	1.202087890495831e+00	1.258925411794167e+00
20	1.202087890495831e+00	1.258925411794167e+00
40	1.202087890495831e+00	1.258925411794167e+00
%
% index = 2647, name = bbob_f014_i17_d20__bbob_f021_i18_d20
% instance = 8, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.126108892780527e+00	1.258925411794167e+00
20	1.094125313918871e+00	1.258925411794167e+00
40	1.063115676631737e+00	1.258925411794167e+00
%
% index = 2648, name = bbob_f014_i19_d20__bbob_f021_i21_d20
% instance = 9, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	2.380536933679163e+00	2.511886431509580e+00
4	1.380388152880125e+00	1.584893192461113e+00
18	1.217016951641450e+00	1.258925411794167e+00
20	1.217016951641450e+00	1.258925411794167e+00
40	1.217016951641450e+00	1.258925411794167e+00
%
% index = 2649, name = bbob_f014_i21_d20__bbob_f021_i22_d20
% instance = 10, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.246279971460825e+00	1.258925411794167e+00
20	1.115669533056294e+00	1.258925411794167e+00
40	1.115669533056294e+00	1.258925411794167e+00
