%
% index = 2770, name = bbob_f001_i02_d40__bbob_f006_i04_d40
% instance = 1, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.000000257978315e+00	1.258925411794167e+00
4	9.875335536125800e-01	1.000000000000000e+00
40	9.818791811377137e-01	1.000000000000000e+00
80	9.818791811377137e-01	1.000000000000000e+00
%
% index = 2771, name = bbob_f001_i03_d40__bbob_f006_i05_d40
% instance = 2, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.001114868924304e+00	1.258925411794167e+00
40	1.000000352096225e+00	1.258925411794167e+00
80	1.000000352096225e+00	1.258925411794167e+00
%
% index = 2772, name = bbob_f001_i07_d40__bbob_f006_i08_d40
% instance = 3, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.001521782092101e+00	1.258925411794167e+00
40	1.000000088360501e+00	1.258925411794167e+00
80	1.000000038299350e+00	1.258925411794167e+00
%
% index = 2773, name = bbob_f001_i09_d40__bbob_f006_i10_d40
% instance = 4, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.000000213342092e+00	1.258925411794167e+00
40	1.000000176020129e+00	1.258925411794167e+00
80	1.000000176020129e+00	1.258925411794167e+00
%
% index = 2774, name = bbob_f001_i11_d40__bbob_f006_i12_d40
% instance = 5, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	9.953825765285519e-01	1.000000000000000e+00
40	9.945101691711820e-01	1.000000000000000e+00
80	9.945101691711820e-01	1.000000000000000e+00
%
% index = 2775, name = bbob_f001_i13_d40__bbob_f006_i14_d40
% instance = 6, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.002793824577938e+00	1.258925411794167e+00
40	1.000000041805506e+00	1.258925411794167e+00
80	1.000000041805506e+00	1.258925411794167e+00
%
% index = 2776, name = bbob_f001_i15_d40__bbob_f006_i16_d40
% instance = 7, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.000000144894756e+00	1.258925411794167e+00
40	1.000000094243101e+00	1.258925411794167e+00
80	1.000000068411625e+00	1.258925411794167e+00
%
% index = 2777, name = bbob_f001_i17_d40__bbob_f006_i18_d40
% instance = 8, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.001304481168257e+00	1.258925411794167e+00
9	9.991007084591013e-01	1.000000000000000e+00
40	9.400156419732203e-01	1.000000000000000e+00
80	9.269320928161870e-01	1.000000000000000e+00
%
% index = 2778, name = bbob_f001_i19_d40__bbob_f006_i21_d40
% instance = 9, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.000000679182251e+00	1.258925411794167e+00
40	1.000000560422003e+00	1.258925411794167e+00
80	1.000000505063475e+00	1.258925411794167e+00
%
% index = 2779, name = bbob_f001_i21_d40__bbob_f006_i22_d40
% instance = 10, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.005126242696236e+00	1.258925411794167e+00
40	1.000000379308197e+00	1.258925411794167e+00
80	1.000000365244110e+00	1.258925411794167e+00
